cod_cnes,competencia,cod_proced,cod_cbo,qtd_apresentada,qtd_aprovada,val_apresentado,val_aprovado,situacao
5366828,2026-04-01,0204060125,225320,218,218,1478.04,1478.04,
5366828,2026-04-01,0204060133,225320,9,9,64.44,64.44,
5366828,2026-04-01,0204060150,225270,1,1,6.78,6.78,
5366828,2026-04-01,0204060150,225320,291,291,1972.98,1972.98,
5366828,2026-04-01,0204060168,225320,97,97,867.18,867.18,
5366828,2026-04-01,0205010040,225125,2,2,79.20,79.20,
5366828,2026-04-01,0205010040,225320,53,53,2098.80,2098.80,
5366828,2026-04-01,0205010059,225250,3,3,128.70,128.70,
5366828,2026-04-01,0205010059,225270,1,1,42.90,42.90,
5366828,2026-04-01,0205010059,225320,11,11,471.90,471.90,
5366828,2026-04-01,0205020038,225320,61,61,1476.20,1476.20,
5366828,2026-04-01,0205020046,225125,2,2,75.90,75.90,
5366828,2026-04-01,0205020046,225320,92,92,3491.40,3491.40,
5366828,2026-04-01,0205020054,225125,1,0,24.20,0.00,CNS DO PROFISSIONAL NAO ENCONTRADO NO ESTAB/EQUIPE
5366828,2026-04-01,0205020054,225320,31,31,750.20,750.20,
5366828,2026-04-01,0205020062,225125,4,4,96.80,96.80,
5366828,2026-04-01,0205020062,225270,1,1,24.20,24.20,
5366828,2026-04-01,0205020062,225320,173,173,4186.60,4186.60,
5366828,2026-04-01,0205020070,225125,1,1,24.20,24.20,
5366828,2026-04-01,0205020070,225320,1,1,24.20,24.20,
5366828,2026-04-01,0205020097,225320,46,46,1113.20,1113.20,
5366828,2026-04-01,0205020100,225320,21,21,508.20,508.20,
5366828,2026-04-01,0205020119,225320,2,2,48.40,48.40,
5366828,2026-04-01,0205020127,225320,30,30,726.00,726.00,
5366828,2026-04-01,0205020143,225125,2,2,48.40,48.40,
5366828,2026-04-01,0205020143,225320,104,104,2516.80,2516.80,
5366828,2026-04-01,0205020151,225320,35,35,1386.00,1386.00,
5366828,2026-04-01,0205020160,225320,15,15,363.00,363.00,
5366828,2026-04-01,0205020186,225320,208,208,5033.60,5033.60,
5366828,2026-04-01,0206010010,225320,33,33,2863.08,2863.08,
5366828,2026-04-01,0206010028,225320,34,34,3437.40,3437.40,
5366828,2026-04-01,0206010036,225320,14,14,1214.64,1214.64,
5366828,2026-04-01,0206010044,225320,35,35,3036.25,3036.25,
5366828,2026-04-01,0206010052,225320,9,9,780.75,780.75,
5366828,2026-04-01,0206010079,225320,273,273,26601.12,26601.12,
5366828,2026-04-01,0206020015,225320,1,1,86.75,86.75,
5366828,2026-04-01,0206020023,225320,28,28,2429.00,2429.00,
5366828,2026-04-01,0206020031,225320,118,118,16096.38,16096.38,
5366828,2026-04-01,0206030010,225320,223,223,30914.49,30914.49,
5366828,2026-04-01,0206030029,225320,16,16,1388.00,1388.00,
5366828,2026-04-01,0206030037,225320,229,229,31746.27,31746.27,
5366828,2026-04-01,0211020036,225124,11,11,56.65,56.65,
5366828,2026-04-01,0211020036,225125,591,591,3043.65,3043.65,
5366828,2026-04-01,0211020036,225225,9,9,46.35,46.35,
5366828,2026-04-01,0211020036,225250,5,5,25.75,25.75,
5366828,2026-04-01,0211020036,225270,34,34,175.10,175.10,
5366828,2026-04-01,0211040061,225125,41,41,69.29,69.29,
5366828,2026-04-01,0211040061,225225,1,1,1.69,1.69,
5366828,2026-04-01,0211040061,225250,120,120,202.80,202.80,
5366828,2026-04-01,0214010015,223505,25,25,0.00,0.00,
5366828,2026-04-01,0214010015,225124,1,1,0.00,0.00,
5366828,2026-04-01,0214010015,225125,37,37,0.00,0.00,
5366828,2026-04-01,0214010015,225225,6,6,0.00,0.00,
5366828,2026-04-01,0214010015,225250,1,1,0.00,0.00,
5366828,2026-04-01,0214010015,225270,2,2,0.00,0.00,
5366828,2026-04-01,0214010015,322205,106,106,0.00,0.00,
5366828,2026-04-01,0214010163,225125,6,6,0.00,0.00,
5366828,2026-04-01,0214010163,322205,5,5,0.00,0.00,
5366828,2026-04-01,0214010236,223415,1,1,0.00,0.00,
5366828,2026-04-01,0214010279,223415,1,1,1.00,1.00,
5366828,2026-04-01,0214010287,223415,1,1,1.00,1.00,
5366828,2026-04-01,0214010309,223415,1,1,0.00,0.00,
5366828,2026-04-01,0301010048,223505,13048,13048,82202.40,82202.40,
5366828,2026-04-01,0301010048,223605,3,3,18.90,18.90,
5366828,2026-04-01,0301010048,223810,2,2,12.60,12.60,
5366828,2026-04-01,0301010048,251510,11,11,69.30,69.30,
5366828,2026-04-01,0301010048,251520,2,2,12.60,12.60,
5366828,2026-04-01,0301010048,251605,1,0,6.30,0.00,CBO NAO CADASTRADO NO CNES
5366828,2026-04-01,0301010064,225250,1,1,0.00,0.00,
5366828,2026-04-01,0301060029,225124,1091,1091,13604.77,13604.77,
5366828,2026-04-01,0301060029,225125,6563,6563,81840.61,81840.61,
5366828,2026-04-01,0301060029,225150,2,2,24.94,24.94,
5366828,2026-04-01,0301060029,225225,161,161,2007.67,2007.67,
5366828,2026-04-01,0301060029,225250,311,311,3878.17,3878.17,
5366828,2026-04-01,0301060029,225270,771,771,9614.37,9614.37,
5366828,2026-04-01,0301060029,225320,2,2,24.94,24.94,
5366828,2026-04-01,0301060061,223268,16,16,176.00,176.00,
5366828,2026-04-01,0301060061,225124,2818,2818,30998.00,30998.00,
5366828,2026-04-01,0301060061,225125,12816,12816,140976.00,140976.00,
5366828,2026-04-01,0301060061,225150,5,5,55.00,55.00,
5366828,2026-04-01,0301060061,225225,401,401,4411.00,4411.00,
5366828,2026-04-01,0301060061,225250,711,711,7821.00,7821.00,
5366828,2026-04-01,0301060061,225270,1327,1327,14597.00,14597.00,
5366828,2026-04-01,0301060100,225125,10,10,130.00,130.00,
5366828,2026-04-01,0301060100,225225,1,1,13.00,13.00,
5366828,2026-04-01,0301060100,225270,22,22,286.00,286.00,
5366828,2026-04-01,0301060118,223505,13013,13013,0.00,0.00,
5366828,2026-04-01,0301060118,225124,6,6,0.00,0.00,
5366828,2026-04-01,0301060118,225125,69,69,0.00,0.00,
5366828,2026-04-01,0301060118,225225,3,3,0.00,0.00,
5366828,2026-04-01,0301060118,225270,5,5,0.00,0.00,
5366828,2026-04-01,0301100012,223505,3024,3024,1905.12,1905.12,
5366828,2026-04-01,0301100012,322205,6088,6088,3835.44,3835.44,
5366828,2026-04-01,0301100039,223505,13045,13045,0.00,0.00,
5366828,2026-04-01,0301100047,223505,5,5,0.00,0.00,
5366828,2026-04-01,0301100047,225124,2,2,0.00,0.00,
5366828,2026-04-01,0301100047,225125,5,5,0.00,0.00,
5366828,2026-04-01,0301100047,322205,20,20,0.00,0.00,
5366828,2026-04-01,0301100055,223505,3,3,0.00,0.00,
5366828,2026-04-01,0301100055,225125,9,9,0.00,0.00,
5366828,2026-04-01,0301100055,225225,1,1,0.00,0.00,
5366828,2026-04-01,0301100098,223505,4,4,0.00,0.00,
5366828,2026-04-01,0301100098,225124,3,3,0.00,0.00,
5366828,2026-04-01,0301100098,225125,10,10,0.00,0.00,
5366828,2026-04-01,0301100098,322205,9,9,0.00,0.00,
5366828,2026-04-01,0301100101,223505,276,276,0.00,0.00,
5366828,2026-04-01,0301100101,225124,3,3,0.00,0.00,
5366828,2026-04-01,0301100101,225125,6,6,0.00,0.00,
5366828,2026-04-01,0301100101,322205,127,127,0.00,0.00,
5366828,2026-04-01,0301100152,223505,1,1,0.00,0.00,
5366828,2026-04-01,0301100152,225125,24,24,0.00,0.00,
5366828,2026-04-01,0301100152,225270,17,17,0.00,0.00,
5366828,2026-04-01,0301100152,322205,1,1,0.00,0.00,
5366828,2026-04-01,0301100187,225125,1,1,0.00,0.00,
5366828,2026-04-01,0301100284,223505,6,6,0.00,0.00,
5366828,2026-04-01,0301100284,225125,21,21,0.00,0.00,
5366828,2026-04-01,0301100284,225125,1,0,0.00,0.00,CNS DO PROFISSIONAL NAO ENCONTRADO NO ESTAB/EQUIPE
5366828,2026-04-01,0301100284,225225,3,3,0.00,0.00,
5366828,2026-04-01,0301100284,225270,11,11,0.00,0.00,
5366828,2026-04-01,0301100284,225320,1,1,0.00,0.00,
5366828,2026-04-01,0301100284,322205,16,16,0.00,0.00,
5366828,2026-04-01,0306020041,225225,1,1,4.69,4.69,
5366828,2026-04-01,0306020068,223505,6,6,48.54,48.54,
5366828,2026-04-01,0306020068,225125,8,8,64.72,64.72,
5366828,2026-04-01,0306020068,225225,1,1,8.09,8.09,
5366828,2026-04-01,0401010015,223505,5,5,162.00,162.00,
5366828,2026-04-01,0401010058,225124,8,8,185.28,185.28,
5366828,2026-04-01,0401010058,225125,29,29,671.64,671.64,
5366828,2026-04-01,0401010058,225225,32,32,741.12,741.12,
5366828,2026-04-01,0401010058,225270,2,2,46.32,46.32,
5366828,2026-04-01,0401010058,225270,1,0,23.16,0.00,CNS DO PROFISSIONAL NAO ENCONTRADO NO ESTAB/EQUIPE
5366828,2026-04-01,0412050170,225125,1,1,54.97,54.97,
6130208,2026-04-01,0101010010,223405,4,4,0.00,0.00,
6130208,2026-04-01,0101010010,223905,5,5,0.00,0.00,
6130208,2026-04-01,0101010010,224140,6,6,0.00,0.00,
6130208,2026-04-01,0101010010,225133,2,2,0.00,0.00,
6130208,2026-04-01,0101010010,251510,29,29,0.00,0.00,
6130208,2026-04-01,0101010010,251605,16,16,0.00,0.00,
6130208,2026-04-01,0101010010,322205,2,2,0.00,0.00,
6130208,2026-04-01,0101030010,322205,2,2,0.00,0.00,
6130208,2026-04-01,0301010030,223405,30,30,0.00,0.00,
6130208,2026-04-01,0301010048,223550,54,54,340.20,340.20,
6130208,2026-04-01,0301010048,223905,14,14,88.20,88.20,
6130208,2026-04-01,0301010048,224140,8,8,50.40,50.40,
6130208,2026-04-01,0301010048,251510,60,60,378.00,378.00,
6130208,2026-04-01,0301010048,251605,23,23,144.90,144.90,
6130208,2026-04-01,0301010072,225133,264,264,2640.00,2640.00,
6130208,2026-04-01,0301040079,223405,1,1,0.00,0.00,
6130208,2026-04-01,0301080232,251510,3,3,0.00,0.00,
6130208,2026-04-01,0301100012,322205,106,106,66.78,66.78,
6130208,2026-04-01,0301100209,322205,16,16,0.00,0.00,
6325130,2026-04-01,0803010109,225142,209,209,1034.55,1034.55,
6325130,2026-04-01,0803010125,225142,9306,9306,46064.70,46064.70,
6588395,2026-04-01,0301010048,223810,145,145,913.50,913.50,
6588395,2026-04-01,0301010048,223905,43,43,270.90,270.90,
6588395,2026-04-01,0301010048,251510,129,129,812.70,812.70,
6588395,2026-04-01,0301010048,251545,54,54,340.20,340.20,
6588395,2026-04-01,0301010048,251605,224,224,1411.20,1411.20,
6588395,2026-04-01,0301010072,225112,50,50,500.00,500.00,
6588395,2026-04-01,0301010072,225133,47,47,470.00,470.00,
6588395,2026-04-01,0301040036,223810,191,191,1174.65,1174.65,
6588395,2026-04-01,0301040036,223905,98,98,602.70,602.70,
6588395,2026-04-01,0301040036,251510,278,278,1709.70,1709.70,
6588395,2026-04-01,0302050027,223605,401,401,1872.67,1872.67,
7045549,2026-04-01,0301030103,322205,910,910,0.00,0.00,
7045549,2026-04-01,0301030189,322205,159,159,0.00,0.00,
7050909,2026-04-01,0301030090,223505,71,71,0.00,0.00,
7050909,2026-04-01,0301030090,225125,71,71,0.00,0.00,
7050909,2026-04-01,0301030170,223505,43,43,0.00,0.00,
7050909,2026-04-01,0301030170,225125,43,43,0.00,0.00,
7073194,2026-04-01,0202010120,223415,1,1,1.85,1.85,
7073194,2026-04-01,0202010180,223415,41,41,92.25,92.25,
7073194,2026-04-01,0202010201,223415,46,46,92.46,92.46,
7073194,2026-04-01,0202010210,223415,1,1,1.85,1.85,
7073194,2026-04-01,0202010317,223415,254,254,469.90,469.90,
7073194,2026-04-01,0202010325,223415,61,61,224.48,224.48,
7073194,2026-04-01,0202010333,223415,58,58,238.96,238.96,
7073194,2026-04-01,0202010368,223415,3,3,11.04,11.04,
7073194,2026-04-01,0202010414,223415,1,1,2.01,2.01,
7073194,2026-04-01,0202010422,223415,28,28,56.28,56.28,
7073194,2026-04-01,0202010465,223415,30,30,105.30,105.30,
7073194,2026-04-01,0202010473,223415,4,4,7.40,7.40,
7073194,2026-04-01,0202010538,223415,5,5,18.40,18.40,
7073194,2026-04-01,0202010600,223415,257,257,475.45,475.45,
7073194,2026-04-01,0202010619,223415,1,1,1.40,1.40,
7073194,2026-04-01,0202010627,223415,1,1,1.85,1.85,
7073194,2026-04-01,0202010635,223415,254,254,469.90,469.90,
7073194,2026-04-01,0202010643,223415,67,67,134.67,134.67,
7073194,2026-04-01,0202010651,223415,67,67,134.67,134.67,
7073194,2026-04-01,0202010694,223415,256,256,473.60,473.60,
7073194,2026-04-01,0202010732,223415,2,2,31.30,31.30,
7073194,2026-04-01,0202020070,223415,2,2,5.46,5.46,
7073194,2026-04-01,0202020126,223415,3,3,8.55,8.55,
7073194,2026-04-01,0202020134,223415,12,12,69.24,69.24,
7073194,2026-04-01,0202020142,223415,18,18,49.14,49.14,
7073194,2026-04-01,0202020380,223415,602,602,2474.22,2474.22,
7073194,2026-04-01,0202030083,223415,17,17,157.25,157.25,
7073194,2026-04-01,0202030202,223415,229,229,648.07,648.07,
7073194,2026-04-01,0202031209,223415,10,10,90.00,90.00,
7073194,2026-04-01,0202050017,223415,393,393,1454.10,1454.10,
7073194,2026-04-01,0202050025,223415,2,1,7.02,3.51,APROVADO PARCIALMENTE (ULTRAPASSOU TETO FINANCEIRO)
7073194,2026-04-01,0202050041,223415,1,1,3.51,3.51,
7073194,2026-04-01,0202080048,223415,4,4,16.80,16.80,
7073194,2026-04-01,0202080064,223415,1,1,4.20,4.20,
7073194,2026-04-01,0202080080,223415,1,1,5.62,5.62,
7073194,2026-04-01,0202090132,223415,1,1,1.89,1.89,
7073194,2026-04-01,0202090183,223415,1,1,1.89,1.89,
7073194,2026-04-01,0204010047,225124,1,1,6.96,6.96,
7073194,2026-04-01,0204010063,225125,1,1,6.88,6.88,
7073194,2026-04-01,0204010071,225125,1,1,9.15,9.15,
7073194,2026-04-01,0204010080,225124,12,12,90.24,90.24,
7073194,2026-04-01,0204010080,225125,43,43,323.36,323.36,
7073194,2026-04-01,0204010128,225124,1,1,8.38,8.38,
7073194,2026-04-01,0204010128,225125,11,11,92.18,92.18,
7073194,2026-04-01,0204010144,225124,3,3,21.96,21.96,
7073194,2026-04-01,0204010144,225125,9,9,65.88,65.88,
7073194,2026-04-01,0204020034,225125,19,19,158.27,158.27,
7073194,2026-04-01,0204020042,225125,16,16,131.04,131.04,
7073194,2026-04-01,0204020050,225125,3,3,30.87,30.87,
7073194,2026-04-01,0204020069,225125,75,75,822.00,822.00,
7073194,2026-04-01,0204020077,225125,9,9,134.10,134.10,
7073194,2026-04-01,0204020085,225125,1,1,16.88,16.88,
7073194,2026-04-01,0204020093,225125,24,24,219.84,219.84,
7073194,2026-04-01,0204020107,225125,19,19,184.87,184.87,
7073194,2026-04-01,0204020123,225125,4,4,31.20,31.20,
7073194,2026-04-01,0204030072,225125,23,23,192.51,192.51,
7073194,2026-04-01,0204030099,225125,1,1,7.98,7.98,
7073194,2026-04-01,0204030145,225125,3,3,36.06,36.06,
7073194,2026-04-01,0204030153,225124,5,5,47.50,47.50,
7073194,2026-04-01,0204030153,225125,454,454,4313.00,4313.00,
7073194,2026-04-01,0204030161,225125,9,9,58.95,58.95,
7073194,2026-04-01,0204030170,225124,62,62,426.56,426.56,
7073194,2026-04-01,0204030170,225125,452,452,3109.76,3109.76,
7073194,2026-04-01,0204040019,225124,5,5,32.10,32.10,
7073194,2026-04-01,0204040019,225125,25,25,160.50,160.50,
7073194,2026-04-01,0204040027,225125,2,2,14.80,14.80,
7073194,2026-04-01,0204040035,225125,1,1,7.40,7.40,
7073194,2026-04-01,0204040051,225124,2,2,15.54,15.54,
7073194,2026-04-01,0204040051,225125,25,25,194.25,194.25,
7073194,2026-04-01,0204040060,225125,3,3,22.20,22.20,
7073194,2026-04-01,0204040078,225124,2,2,11.80,11.80,
7073194,2026-04-01,0204040078,225125,15,15,88.50,88.50,
7073194,2026-04-01,0204040086,225124,5,5,28.10,28.10,
7073194,2026-04-01,0204040086,225125,49,49,275.38,275.38,
7073194,2026-04-01,0204040094,225124,4,4,25.20,25.20,
7073194,2026-04-01,0204040094,225125,60,60,378.00,378.00,
7073194,2026-04-01,0204040108,225125,13,13,78.00,78.00,
7073194,2026-04-01,0204040116,225124,1,1,7.98,7.98,
7073194,2026-04-01,0204040116,225125,36,36,287.28,287.28,
7073194,2026-04-01,0204040124,225124,3,3,20.73,20.73,
7073194,2026-04-01,0204040124,225125,21,21,145.11,145.11,
7073194,2026-04-01,0204050111,225125,2,2,21.46,21.46,
7073194,2026-04-01,0204050120,225124,1,1,15.30,15.30,
7073194,2026-04-01,0204050120,225125,23,23,351.90,351.90,
7073194,2026-04-01,0204050138,225124,9,9,64.53,64.53,
7073194,2026-04-01,0204050138,225125,56,56,401.52,401.52,
7073194,2026-04-01,0204060060,225125,10,10,77.70,77.70,
7073194,2026-04-01,0204060087,225124,3,3,19.50,19.50,
7073194,2026-04-01,0204060087,225125,49,49,318.50,318.50,
7073194,2026-04-01,0204060095,225125,69,69,536.13,536.13,
7073194,2026-04-01,0204060109,225125,10,10,65.00,65.00,
7073194,2026-04-01,0204060117,225125,18,18,160.92,160.92,
7073194,2026-04-01,0204060125,225125,103,103,698.34,698.34,
7073194,2026-04-01,0204060133,225125,14,14,100.24,100.24,
7073194,2026-04-01,0204060141,225125,2,2,18.58,18.58,
7073194,2026-04-01,0204060150,225124,6,6,40.68,40.68,
7073194,2026-04-01,0204060150,225125,100,100,678.00,678.00,
7073194,2026-04-01,0204060168,225125,56,56,500.64,500.64,
7073194,2026-04-01,0301010048,223505,2386,2386,15031.80,15031.80,
7073194,2026-04-01,0301010048,251510,7,7,44.10,44.10,
7073194,2026-04-01,0301010048,251605,3,3,18.90,18.90,
7073194,2026-04-01,0301010072,225124,814,814,8140.00,8140.00,
7073194,2026-04-01,0301010072,225125,5470,5470,54700.00,54700.00,
7073194,2026-04-01,0301060029,225124,285,285,3553.95,3553.95,
7073194,2026-04-01,0301060029,225125,2591,2591,32309.77,32309.77,
7073194,2026-04-01,0301060096,225125,1,1,11.00,11.00,
7073194,2026-04-01,0301060118,223505,8408,8408,0.00,0.00,
7073194,2026-04-01,0301060118,225125,5,5,0.00,0.00,
7073194,2026-04-01,0401010058,225124,1,0,23.16,0.00,CNS DO PROFISSIONAL NAO ENCONTRADO NO ESTAB/EQUIPE
9471138,2026-04-01,0101010028,223505,14,14,37.80,37.80,
9471138,2026-04-01,0201020025,223505,9,9,0.00,0.00,
9471138,2026-04-01,0211020036,225120,2,2,10.30,10.30,
9471138,2026-04-01,0214010015,223505,3,3,0.00,0.00,
9471138,2026-04-01,0301010030,223505,140,140,0.00,0.00,
9471138,2026-04-01,0301010030,223710,47,47,0.00,0.00,
9471138,2026-04-01,0301010048,223505,94,94,592.20,592.20,
9471138,2026-04-01,0301010048,251510,16,16,100.80,100.80,
9471138,2026-04-01,0301010048,251605,21,21,132.30,132.30,
9471138,2026-04-01,0301010056,225165,1,1,10.00,10.00,
9471138,2026-04-01,0301010064,225265,41,41,0.00,0.00,
9471138,2026-04-01,0301010072,225112,20,20,200.00,200.00,
9471138,2026-04-01,0301010072,225120,295,295,2950.00,2950.00,
9471138,2026-04-01,0301010072,225127,63,63,630.00,630.00,
9471138,2026-04-01,0301010072,225133,54,54,540.00,540.00,
9471138,2026-04-01,0301010072,225135,62,62,620.00,620.00,
9471138,2026-04-01,0301010072,225165,110,110,1100.00,1100.00,
9471138,2026-04-01,0301010072,225265,73,73,730.00,730.00,
9471138,2026-04-01,0301010072,225270,151,151,1510.00,1510.00,
9471138,2026-04-01,0301010072,225275,98,98,980.00,980.00,
9471138,2026-04-01,0301010110,225265,2,2,0.00,0.00,
9471138,2026-04-01,0301010110,225270,1,1,0.00,0.00,
9471138,2026-04-01,0301040079,223505,6,6,0.00,0.00,
9471138,2026-04-01,0301100039,223505,21,21,0.00,0.00,
9471138,2026-04-01,0301100039,225120,4,4,0.00,0.00,
9471138,2026-04-01,0301100039,322205,197,197,0.00,0.00,
9471138,2026-04-01,0301100063,223505,135,135,0.00,0.00,
9471138,2026-04-01,0301100284,223505,6,6,0.00,0.00,
9471138,2026-04-01,0303010240,223505,2,2,0.00,0.00,
9471138,2026-04-01,0401010090,225135,9,9,106.56,106.56,
9471138,2026-04-01,0701050012,223505,360,360,2628.00,2628.00,
9471138,2026-04-01,0701050020,223505,863,863,7767.00,7767.00,
9471138,2026-04-01,0701050047,223505,288,288,5184.00,5184.00,
