cod_cnes,competencia,cod_proced,cod_cbo,qtd_apresentada,qtd_aprovada,val_apresentado,val_aprovado,situacao
5366828,2026-04-01,0202031500,223415,9,9,90.00,90.00,
5366828,2026-04-01,0202050017,221105,38,38,140.60,140.60,
5366828,2026-04-01,0202050017,223415,250,250,925.00,925.00,
5366828,2026-04-01,0202050017,225125,2,2,7.40,7.40,
5366828,2026-04-01,0202050017,225320,10,10,37.00,37.00,
5366828,2026-04-01,0202060217,221105,1,1,7.85,7.85,
5366828,2026-04-01,0202060217,223415,15,15,117.75,117.75,
5366828,2026-04-01,0202080048,223415,2,2,8.40,8.40,
5366828,2026-04-01,0202080110,223415,3,3,16.89,16.89,
5366828,2026-04-01,0202080153,221105,1,1,11.49,11.49,
5366828,2026-04-01,0202080153,223415,2,2,22.98,22.98,
5366828,2026-04-01,0202120023,223415,2,2,2.74,2.74,
5366828,2026-04-01,0204010039,225320,2,2,16.76,16.76,
5366828,2026-04-01,0204010071,225320,5,5,45.75,45.75,
5366828,2026-04-01,0204010080,225320,65,65,488.80,488.80,
5366828,2026-04-01,0204010110,225320,3,3,21.60,21.60,
5366828,2026-04-01,0204010128,225320,31,31,259.78,259.78,
5366828,2026-04-01,0204010144,225320,33,33,241.56,241.56,
5366828,2026-04-01,0204020034,225320,47,47,391.51,391.51,
5366828,2026-04-01,0204020042,225320,15,15,122.85,122.85,
5366828,2026-04-01,0204020069,225320,47,47,515.12,515.12,
5366828,2026-04-01,0204020077,225320,7,7,104.30,104.30,
5366828,2026-04-01,0204020093,225320,21,21,192.36,192.36,
5366828,2026-04-01,0204020107,225320,24,24,233.52,233.52,
5366828,2026-04-01,0204020123,225320,19,19,148.20,148.20,
5366828,2026-04-01,0204030072,225320,85,85,711.45,711.45,
5366828,2026-04-01,0204030099,225320,2,2,15.96,15.96,
5366828,2026-04-01,0204030137,225320,2,2,28.64,28.64,
5366828,2026-04-01,0204030145,225320,1,1,12.02,12.02,
5366828,2026-04-01,0204030153,225125,2,2,19.00,19.00,
5366828,2026-04-01,0204030153,225250,1,1,9.50,9.50,
5366828,2026-04-01,0204030153,225320,255,255,2422.50,2422.50,
5366828,2026-04-01,0204030170,225250,1,1,6.88,6.88,
5366828,2026-04-01,0204030170,225320,1538,1538,10581.44,10581.44,
5366828,2026-04-01,0204040019,225320,85,85,545.70,545.70,
5366828,2026-04-01,0204040027,225320,161,161,1191.40,1191.40,
5366828,2026-04-01,0204040035,225320,2,2,14.80,14.80,
5366828,2026-04-01,0204040051,225320,46,46,357.42,357.42,
5366828,2026-04-01,0204040060,225320,45,45,333.00,333.00,
5366828,2026-04-01,0204040078,225320,93,93,548.70,548.70,
5366828,2026-04-01,0204040086,225320,76,76,427.12,427.12,
5366828,2026-04-01,0204040094,225125,1,1,6.30,6.30,
5366828,2026-04-01,0204040094,225320,189,189,1190.70,1190.70,
5366828,2026-04-01,0204040108,225320,1,1,6.00,6.00,
5366828,2026-04-01,0204040116,225250,1,1,7.98,7.98,
5366828,2026-04-01,0204040116,225320,13,13,103.74,103.74,
5366828,2026-04-01,0204040124,225320,173,173,1195.43,1195.43,
5366828,2026-04-01,0204050120,225125,1,1,15.30,15.30,
5366828,2026-04-01,0204050120,225320,279,279,4268.70,4268.70,
5366828,2026-04-01,0204050138,225320,120,120,860.40,860.40,
5366828,2026-04-01,0204060060,225320,47,47,365.19,365.19,
5366828,2026-04-01,0204060087,225320,249,249,1618.50,1618.50,
5366828,2026-04-01,0204060095,225320,153,153,1188.81,1188.81,
5366828,2026-04-01,0204060109,225320,28,28,182.00,182.00,
5366828,2026-04-01,0204060117,225320,55,55,491.70,491.70,
